,number_of_atoms,charge,multiplicity,dipole,molar_mass,molar_volume,electronic_spatial_extent,E_scf,zero_point_correction,E_thermal_correction,H_thermal_correction,G_thermal_correction,E_zpe,E,H,G,stoichiometry,converged,homo_energy,lumo_energy,electronegativity,hardness,ES_root_dipole,ES_root_molar_volume,ES_root_electronic_spatial_extent,X_0,X_1,X_2,X_3,Y_0,Y_1,Y_2,Y_3,Z_0,Z_1,Z_2,Z_3,VBur_0,VBur_1,VBur_2,VBur_3,Mulliken_charge_0,Mulliken_charge_1,Mulliken_charge_2,Mulliken_charge_3,APT_charge_0,APT_charge_1,APT_charge_2,APT_charge_3,NPA_charge_0,NPA_charge_1,NPA_charge_2,NPA_charge_3,NPA_core_0,NPA_core_1,NPA_core_2,NPA_core_3,NPA_valence_0,NPA_valence_1,NPA_valence_2,NPA_valence_3,NPA_Rydberg_0,NPA_Rydberg_1,NPA_Rydberg_2,NPA_Rydberg_3,NPA_total_0,NPA_total_1,NPA_total_2,NPA_total_3,NMR_shift_0,NMR_shift_1,NMR_shift_2,NMR_shift_3,NMR_anisotropy_0,NMR_anisotropy_1,NMR_anisotropy_2,NMR_anisotropy_3,ES_root_Mulliken_charge_0,ES_root_Mulliken_charge_1,ES_root_Mulliken_charge_2,ES_root_Mulliken_charge_3,ES_root_NPA_charge_0,ES_root_NPA_charge_1,ES_root_NPA_charge_2,ES_root_NPA_charge_3,ES_root_NPA_core_0,ES_root_NPA_core_1,ES_root_NPA_core_2,ES_root_NPA_core_3,ES_root_NPA_valence_0,ES_root_NPA_valence_1,ES_root_NPA_valence_2,ES_root_NPA_valence_3,ES_root_NPA_Rydberg_0,ES_root_NPA_Rydberg_1,ES_root_NPA_Rydberg_2,ES_root_NPA_Rydberg_3,ES_root_NPA_total_0,ES_root_NPA_total_1,ES_root_NPA_total_2,ES_root_NPA_total_3,ES_transition_0,ES_transition_1,ES_transition_2,ES_transition_3,ES_transition_4,ES_transition_5,ES_transition_6,ES_transition_7,ES_transition_8,ES_transition_9,ES_osc_strength_0,ES_osc_strength_1,ES_osc_strength_2,ES_osc_strength_3,ES_osc_strength_4,ES_osc_strength_5,ES_osc_strength_6,ES_osc_strength_7,ES_osc_strength_8,ES_osc_strength_9,ES_<S**2>_0,ES_<S**2>_1,ES_<S**2>_2,ES_<S**2>_3,ES_<S**2>_4,ES_<S**2>_5,ES_<S**2>_6,ES_<S**2>_7,ES_<S**2>_8,ES_<S**2>_9,at_0,at_1,at_2,at_3
Cc1ccc(cc1)c1cncn1C,25,0,1,4.1055,172.2292,1693.771,2855.4953,-535.901624289,0.208428,0.219187,0.220131,0.171389,-535.695522,-535.684762,-535.683818,-535.732561,C11H12N2,1.0,-0.20342,-0.01692,0.11016999999999999,0.09325,4.8247,1590.492,2869.2257,-4.382639,-3.474214,-3.409959,-2.240801,0.634117,0.068823,-1.20121,0.643985,0.187109,0.020076,-0.317026,0.159153,0.33857772183763374,0.48088420390182507,0.4314820641913153,0.6356985525487728,0.148195,0.191980,-0.433096,-0.428887,0.043245,0.155961,-0.528928,-0.295873,0.21654,0.18439,-0.49153,-0.38693,0.00000,1.99937,1.99952,1.99928,0.78284,3.78893,5.46959,5.37665,0.00063,0.02731,0.02242,0.01100,0.78346,5.81561,7.49153,7.38693,25.2198,58.9586,-8.9296,99.0821,4.8604,72.3256,387.1691,115.0449,,0.430268,-0.411475,-0.433211,0.23237,0.27574,-0.48330,-0.40357,0.00000,1.99936,1.99952,1.99928,0.76695,3.69728,5.46056,5.39288,0.00068,0.02762,0.02322,0.01141,0.76763,5.72426,7.48330,7.40357,265.79,263.02,220.19,219.32,209.98,205.23,195.65,194.94,193.97,182.1,0.1757,0.2492,0.0223,0.0239,0.0216,0.0574,0.0624,0.0624,0.0394,0.0533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,C,N,N
Cn1ccc2c1ccc(c2)B1OCC(CO1)(C)C,36,0,1,3.4904,243.1117,2243.549,6572.1407,-774.45373894,0.304137,0.320838,0.321782,0.259397,-774.195128,-774.178428,-774.177483,-774.239868,C14H18BNO2,1.0,-0.1893,-0.00041,0.094855,0.094445,5.0964,2065.085,6621.5837,1.277209,-0.275117,-1.038631,-0.937067,-0.087322,-0.158816,1.013931,-1.414675,-0.292448,-0.182319,-0.141081,-0.124954,0.6623662680931404,0.6551290119572057,0.5689899307740718,0.5482221522970422,0.430788,0.063088,-0.286210,-0.220071,1.454748,-0.485499,0.130909,0.026402,1.13536,-0.43560,-0.16162,-0.19293,1.99900,1.99894,1.99904,1.99913,1.83841,4.42005,4.15003,4.18009,0.02723,0.01661,0.01255,0.01371,3.86464,6.43560,6.16162,6.19293,85.623,73.2724,66.7851,67.3056,15.0386,179.6116,164.2791,167.8333,0.343226,0.076156,-0.195823,-0.052327,1.00645,-0.44379,-0.22736,-0.11193,1.99901,1.99897,1.99904,1.99914,1.96680,4.42573,4.21143,4.09809,0.02775,0.01909,0.01688,0.01471,3.99355,6.44379,6.22736,6.11193,272.77,262.84,219.58,215.92,192.66,187.24,185.6,183.23,182.48,180.51,0.0062,0.015,1.0615,0.2875,0.1,0.0681,0.0013,0.0012,0.0422,0.0023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,C,C,C
Cn1cnc(c1c1ccccc1)c1ccccc1,32,0,1,4.0494,234.3,2370.577,4561.0731,-727.641945556,0.26179,0.276366,0.27731,0.218698,-727.383412,-727.368836,-727.367892,-727.426505,C16H14N2,1.0,-0.1961,-0.02424,0.11017,0.08592999999999999,4.4676,2024.868,4584.5324,0.39637,0.216145,1.243621,-0.9596,4.167734,3.100146,2.201459,2.521362,0.031429,0.008571,-0.002727,-0.011845,0.3360604153555695,0.48009754562618,0.638058527375708,0.5066079295154186,0.150889,0.204152,-0.422717,-0.488845,0.033304,0.149760,-0.428908,-0.495997,0.21850,0.19707,-0.38168,-0.49184,0.00000,1.99936,1.99928,1.99946,0.78086,3.77681,5.37100,5.47150,0.00064,0.02677,0.01140,0.02088,0.78150,5.80293,7.38168,7.49184,25.2121,60.0946,93.6344,-5.5123,4.6329,73.8729,107.1255,356.5896,,0.410628,-0.419115,-0.484320,0.22861,0.25469,-0.38836,-0.50382,0.00000,1.99935,1.99927,1.99946,0.77068,3.71906,5.37706,5.48283,0.00071,0.02690,0.01202,0.02152,0.77139,5.74531,7.38836,7.50382,302.2,280.89,254.0,250.58,235.21,230.91,229.64,223.29,220.22,213.85,0.1958,0.0092,0.0005,0.1801,0.0349,0.0649,0.0657,0.0395,0.035,0.0679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,C,N,N
Cn1cncc1c1ccc(cc1)C(F)(F)F,25,0,1,3.433,226.2007,1526.595,4797.0475,-833.620108872,0.185784,0.199133,0.200077,0.143727,-833.437663,-833.424315,-833.423371,-833.47972,C11H9F3N2,1.0,-0.21965,-0.04331,0.13148,0.08817,8.3003,1650.373,4713.8493,5.394188,4.49377,3.253921,4.448302,0.678341,0.100684,0.663056,-1.175417,0.201724,0.034285,0.156557,-0.285117,0.3383417243549402,0.4812775330396476,0.6348332284455632,0.43226872246696035,0.154549,0.196592,-0.431966,-0.429063,0.049096,0.157137,-0.278233,-0.542660,0.21972,0.19167,-0.38493,-0.48797,0.00000,1.99937,1.99928,1.99952,0.77966,3.78169,5.37466,5.46593,0.00061,0.02727,0.01099,0.02253,0.78028,5.80833,7.38493,7.48797,25.1395,57.4932,98.739,-9.9216,4.9415,73.7886,116.222,388.8685,,0.439333,-0.434797,-0.405611,0.23483,0.28294,-0.40677,-0.47788,0.00000,1.99936,1.99928,1.99953,0.76445,3.68939,5.39601,5.45489,0.00072,0.02831,0.01148,0.02346,0.76517,5.71706,7.40677,7.47788,280.52,268.07,232.5,223.83,221.78,203.28,200.47,198.43,194.65,180.75,0.3781,0.0048,0.0211,0.0284,0.0327,0.089,0.0035,0.0199,0.1304,0.1154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,C,N,N
Cn1cncc1c1ccc2c(c1)cccc2,28,0,1,3.8657,208.2622,1966.595,4230.3388,-650.224706203,0.22777,0.24014,0.241084,0.18843,-650.001988,-649.989618,-649.988674,-650.041328,C14H12N2,1.0,-0.20323,-0.04417,0.1237,0.07952999999999999,7.126,1857.34,4239.218,5.152659,4.185511,3.045306,3.95823,0.071955,-0.297377,0.433634,-1.454565,0.44319,0.125478,0.316456,-0.457757,0.3377123977344242,0.480726872246696,0.6363278791692889,0.43219005663939586,0.149388,0.192988,-0.428006,-0.432608,0.040805,0.155704,-0.285056,-0.552390,0.21711,0.18613,-0.38732,-0.49126,0.00000,1.99937,1.99928,1.99952,0.78226,3.78719,5.37703,5.46934,0.00063,0.02731,0.01101,0.02241,0.78289,5.81387,7.38732,7.49126,25.1651,58.4533,98.5021,-9.2164,4.9047,72.3086,115.3739,385.5591,,0.440109,-0.431046,-0.410013,0.23571,0.27961,-0.39759,-0.48119,0.00000,1.99936,1.99928,1.99952,0.76379,3.69394,5.38717,5.45851,0.00050,0.02709,0.01113,0.02317,0.76429,5.72039,7.39759,7.48119,321.1,291.36,265.29,253.1,235.31,228.83,224.82,213.82,210.01,207.78,0.0983,0.0681,0.308,0.1233,0.0534,0.0705,0.1947,0.4029,0.0635,0.0047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,C,N,N
N#Cc1ccc(cc1)c1ncn(c1)C,23,0,1,9.0099,183.2122,1562.281,3789.1387,-588.833429235,0.179156,0.190925,0.191869,0.139959,-588.65706,-588.64529,-588.644346,-588.696257,C11H9N3,1.0,-0.21888,-0.05025,0.134565,0.084315,14.8935,1656.394,3831.1541,4.019898,3.217884,3.467831,1.93499,1.850187,1.123099,-0.22303,1.393145,-0.000178,-0.000153,-0.000582,3.8e-05,0.3333857772183763,0.4776589049716803,0.5824417872876023,0.5048772813089993,0.159117,0.217547,-0.378965,-0.490071,0.046263,0.180654,-0.518984,-0.420438,0.22251,0.19889,-0.38760,-0.49133,0.00000,1.99936,1.99933,1.99946,0.77689,3.77509,5.37708,5.47120,0.00060,0.02665,0.01119,0.02066,0.77749,5.80111,7.38760,7.49133,25.2759,59.8568,93.9176,-2.7459,4.0869,72.2667,121.9549,363.2139,,0.442950,-0.376819,-0.473795,0.23468,0.26702,-0.38050,-0.49872,0.00000,1.99936,1.99934,1.99946,0.76470,3.70654,5.36962,5.47705,0.00062,0.02708,0.01153,0.02221,0.76532,5.73298,7.38050,7.49872,283.81,263.25,229.63,228.78,224.37,205.88,204.62,201.91,195.2,192.14,0.6457,0.002,0.1011,0.0009,0.0492,0.0236,0.0442,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,C,N,N
N1CCC(CC1)c1ccccc1,27,0,1,1.1593,161.2462,1363.637,2259.545,-482.944375892,0.241293,0.251259,0.252203,0.205358,-482.706391,-482.696426,-482.695481,-482.742326,C11H15N,1.0,-0.20946,0.00108,0.10419,0.10527,14.2889,1422.079,2217.2323,3.721615,2.91091,2.016959,2.23907,0.079398,-0.255586,0.88058,-1.294403,-0.372506,-0.894936,-1.14732,-0.107333,0.41527690371302706,0.5176211453744494,0.5418502202643172,0.558920704845815,0.283208,-0.523633,-0.150326,-0.152319,0.102282,-0.485627,0.332525,0.339843,0.36664,-0.68886,-0.26948,-0.26628,0.00000,1.99960,1.99934,1.99935,0.63064,5.67303,4.25233,4.24971,0.00272,0.01623,0.01780,0.01722,0.63336,7.68886,6.26948,6.26628,32.2002,213.3754,147.2638,146.3511,12.2045,64.3976,32.9456,33.4578,,0.035725,0.236433,0.232041,0.41168,-0.23269,-0.31034,-0.30651,0.00000,1.99936,1.99930,1.99930,0.58685,5.22572,4.29537,4.29220,0.00146,0.00760,0.01567,0.01500,0.58832,7.23269,6.31034,6.30651,243.04,239.0,226.75,203.0,185.07,175.95,175.53,167.47,165.1,164.36,0.0019,0.0059,0.0029,0.0267,0.0061,0.4176,0.6682,0.0242,0.0037,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,N,C,C
O1CCN(CC1)CCn1cnc2c1cccc2,34,0,1,2.7525,231.2968,2085.799,5137.8815,-745.072411749,0.291834,0.305944,0.306889,0.248863,-744.786855,-744.772745,-744.771801,-744.829826,C13H17N3O,1.0,-0.20953,-0.01254,0.111035,0.098495,18.2239,1570.484,5397.5906,-1.552849,-1.98372,-3.167152,-1.284394,-3.151496,-2.159556,-1.89002,-1.059113,0.115134,0.040195,-0.447016,0.48908,0.348253618628068,0.4919760855884204,0.46011642542479547,0.6559156702328508,0.155109,0.209247,-0.502641,-0.498701,0.046381,0.402747,-0.551746,-0.557632,0.22101,0.22227,-0.48730,-0.40980,0.00000,1.99936,1.99947,1.99928,0.77835,3.75161,5.46619,5.39819,0.00064,0.02676,0.02163,0.01233,0.77899,5.77773,7.48730,7.40980,24.9158,55.1785,6.3412,106.3415,5.9503,77.3026,354.8527,97.9164,,0.212146,-0.512746,-0.494630,0.18980,0.07415,-0.49065,-0.41957,0.00000,1.99938,1.99948,1.99927,0.80976,3.89544,5.46900,5.40785,0.00044,0.03103,0.02216,0.01245,0.81020,5.92585,7.49065,7.41957,256.65,243.59,235.6,216.54,211.33,197.91,194.03,188.7,185.02,182.73,0.0252,0.0264,0.0807,0.0014,0.0624,0.0074,0.2326,0.2327,0.188,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,C,N,N
OB(c1ccc(cc1)C(C)(C)C)O,28,0,1,1.9176,178.0373,1730.411,3337.7373,-565.473874125,0.237909,0.251346,0.25229,0.198185,-565.27624,-565.262803,-565.261859,-565.315964,C10H15BO2,1.0,-0.22954,-0.01262,0.12108,0.10846,0.9876,1792.211,3306.5139,-3.316379,-1.75668,-1.032636,-1.013808,-0.002856,0.008727,1.210177,-1.185338,-3e-06,1.1e-05,-7e-06,2e-05,0.5533354310887351,0.6530837004405287,0.5514474512271869,0.5512901195720579,0.358954,0.080136,-0.195470,-0.194544,1.355884,-0.397910,0.061228,0.061074,1.13756,-0.42501,-0.17793,-0.18112,1.99920,1.99893,1.99910,1.99910,1.83741,4.40901,4.16499,4.16807,0.02583,0.01708,0.01383,0.01395,3.86244,6.42501,6.17793,6.18112,85.3362,68.2767,60.1606,60.7294,17.0069,189.6871,175.0108,174.4459,0.305821,0.098316,-0.045213,-0.041524,1.04221,-0.41161,-0.15322,-0.15129,1.99923,1.99899,1.99914,1.99914,1.93213,4.39292,4.13674,4.13469,0.02643,0.01969,0.01734,0.01746,3.95779,6.41161,6.15322,6.15129,241.97,221.76,186.88,185.42,182.88,180.62,180.23,179.47,168.22,163.67,0.0053,0.3117,0.2328,0.0001,0.0077,0.7578,0.0,0.0,0.0,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,C,C,C
OB(c1ccc2c(c1)cccc2)O,22,0,1,1.6978,171.9899,1378.59,2756.7925,-561.861259728,0.171787,0.182258,0.183202,0.135306,-561.731462,-561.720991,-561.720047,-561.767943,C10H9BO2,1.0,-0.2068,-0.03607,0.121435,0.08536500000000001,0.8252,1284.166,2746.9757,-2.92578,-1.40895,-0.987702,-0.434346,-0.249638,0.121493,1.485019,-0.863919,1.1e-05,-0.000174,-1.8e-05,-0.000206,0.5545154185022027,0.6552863436123348,0.5492448080553808,0.5866897419760856,0.367094,0.075019,-0.195653,-0.271846,1.379786,-0.384112,0.015250,0.067347,1.13867,-0.41687,-0.19375,-0.15371,1.99921,1.99894,1.99911,1.99907,1.83634,4.40064,4.18089,4.14172,0.02578,0.01729,0.01376,0.01293,3.86133,6.41687,6.19375,6.15371,85.1359,67.858,64.1933,58.0648,16.5048,187.1896,171.7276,159.197,0.314414,0.074094,-0.010807,-0.141282,1.06624,-0.45996,-0.10389,-0.16190,1.99922,1.99896,1.99912,1.99907,1.90800,4.44166,4.09038,4.14746,0.02654,0.01934,0.01440,0.01537,3.93376,6.45996,6.10389,6.16190,295.67,278.6,220.93,215.53,209.24,202.09,199.93,193.37,189.49,188.42,0.038,0.0197,0.6445,0.4689,0.2543,0.0,0.1151,0.0007,0.0461,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,C,C,C
[Li][Zn](c1ccc(cc1)c1ccccc1)(C)(C)(C)[Li],36,0,1,8.3426,277.5672,1795.329,7447.0675,-2376.44020979,0.278842,0.300606,0.30155,0.227498,-2376.37445,-2376.352685,-2376.351741,-2376.425794,C15H18Li2Zn,1.0,-0.20805,-0.04101,0.12453,0.08352000000000001,6.1435,2296.351,7466.9906,-3.217794,-1.11358,-0.345822,-0.34441,0.250467,0.136322,-0.951763,1.202526,-0.535795,-0.286217,-0.761046,0.232099,0.730412208936438,0.7743077407174324,0.6219320327249843,0.6201227186910007,0.672100,-0.136800,-0.213833,-0.212511,0.931229,-0.550927,-0.056393,-0.055171,1.07534,-0.51453,-0.26953,-0.26505,17.99207,1.99915,1.99908,1.99908,10.92603,4.48208,4.25194,4.24765,0.00656,0.03331,0.01851,0.01832,28.92466,6.51453,6.26953,6.26505,1586.7591,33.9304,62.8855,62.9377,513.1591,261.154,154.9827,155.386,0.667769,-0.176572,-0.047702,-0.046987,1.02570,-0.51179,-0.29888,-0.28973,17.99125,1.99879,1.99902,1.99903,10.97372,4.47928,4.28102,4.27215,0.00933,0.03372,0.01884,0.01856,28.97430,6.51179,6.29888,6.28973,321.0,308.68,294.9,284.0,275.46,270.48,260.96,258.66,254.59,250.1,0.023,0.0824,0.0,0.0022,0.0911,0.0068,0.002,0.3885,0.0008,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zn,C,C,C
[Li][Zn](c1cccc2c1cccc2)(C)(C)(C)[Li],32,0,1,8.1559,251.5294,1811.413,3808.7152,-2299.02979775,0.2451,0.264864,0.265808,0.196499,-2299.000887,-2298.981122,-2298.980178,-2299.049487,C13H16Li2Zn,1.0,-0.19764,-0.06666,0.13215,0.06549,5.3976,2131.074,3987.9212,2.172716,0.267742,0.091297,-0.942984,0.04193,0.823116,2.012723,0.220652,-0.256229,0.017458,0.717498,-0.474007,0.6986312146003776,0.7738357457520453,0.586453744493392,0.8024701069855255,0.561579,-0.237835,-0.167522,0.028132,0.766596,-0.363943,-0.048051,-0.032141,1.08203,-0.45994,-0.23465,-0.10049,17.99472,1.99913,1.99906,1.99893,10.91761,4.42316,4.21911,4.08353,0.00564,0.03765,0.01648,0.01803,28.91797,6.45994,6.23465,6.10049,1559.667,15.6497,55.3639,55.3766,301.6596,253.9561,173.6974,201.3511,0.756174,-0.319255,-0.037322,0.075527,1.24419,-0.50540,-0.24661,-0.08366,17.99261,1.99883,1.99904,1.99892,10.75696,4.47175,4.23107,4.06641,0.00624,0.03482,0.01650,0.01834,28.75581,6.50540,6.24661,6.08366,420.87,395.98,371.45,346.02,327.27,308.8,291.72,273.9,271.04,262.68,0.0226,0.0104,0.0007,0.0046,0.0061,0.0028,0.0238,0.0042,0.0324,0.0403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zn,C,C,C
c1ccc(cc1)Cn1cncc1,22,0,1,4.0989,158.2024,1534.583,2267.452,-496.575260116,0.18109,0.19063,0.191575,0.143678,-496.397055,-496.387515,-496.386571,-496.434467,C10H10N2,1.0,-0.22114,-0.01471,0.117925,0.103215,12.1212,1200.123,2324.9696,-2.560463,-2.5663,-1.552442,-3.503696,0.029911,0.080991,-0.45539,0.629825,-2.02352,-0.941804,-0.193579,-0.200196,0.3477029578351164,0.49905601006922595,0.6527690371302706,0.434235368156073,0.148973,0.190259,-0.364480,-0.437674,0.050340,0.292594,-0.427628,-0.479749,0.21690,0.17643,-0.39966,-0.49590,0.00000,1.99937,1.99933,1.99952,0.78246,3.79701,5.38856,5.47421,0.00064,0.02719,0.01177,0.02218,0.78310,5.82357,7.39966,7.49590,25.1217,60.4171,84.0296,-6.4743,4.7995,74.133,137.927,379.9656,,0.568487,-0.346892,-0.400686,0.26315,0.39044,-0.37921,-0.49643,0.00000,1.99936,1.99937,1.99952,0.73640,3.58516,5.36674,5.47331,0.00045,0.02504,0.01309,0.02359,0.73685,5.60956,7.37921,7.49643,250.35,240.62,228.9,209.93,204.03,198.41,197.7,197.12,190.15,189.34,0.0002,0.0032,0.0001,0.0439,0.0058,0.0026,0.0327,0.0023,0.0006,0.1293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,C,N,N
c1ncc(o1)c1ccc2c(c1)OCO2,21,0,1,2.4488,189.1702,1797.888,3208.0551,-665.654544433,0.155549,0.1659,0.166844,0.117685,-665.506713,-665.496362,-665.495418,-665.544577,C10H7NO3,1.0,-0.20251,-0.03435,0.11843,0.08408,5.5952,1577.739,3226.9453,4.952572,4.108697,4.108285,2.875806,1.033497,0.359208,-0.934728,0.926923,0.024135,0.01536,0.008648,0.010581,0.2884675896790434,0.4232221522970422,0.4291220893643801,0.5087319068596602,0.173443,0.254361,-0.406535,-0.442221,0.077118,0.231669,-0.410284,-0.379131,0.21996,0.33570,-0.48638,-0.46656,0.00000,1.99940,1.99951,1.99975,0.77953,3.63279,5.46415,6.45639,0.00051,0.03212,0.02272,0.01042,0.78004,5.66430,7.48638,8.46656,24.8934,49.2206,-6.4855,41.1953,4.4491,72.7664,366.5426,250.4705,,0.391882,-0.409522,-0.460281,0.21347,0.30699,-0.49164,-0.49266,0.00000,1.99940,1.99951,1.99975,0.78587,3.65918,5.46904,6.48193,0.00066,0.03443,0.02309,0.01097,0.78653,5.69301,7.49164,8.49266,288.62,265.6,236.65,215.02,212.85,208.0,202.65,184.9,181.13,176.78,0.3745,0.0902,0.1853,0.0693,0.0003,0.1293,0.1334,0.0559,0.1638,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,C,N,O
CC(C[Al](CC(C)C)C#C[Si](C(C)C)(C(C)C)C(C)C)C,60,0,1,1.1432,322.5841,3336.593,10380.7316,-1279.42776433,0.538536,0.570519,0.571464,0.470766,-1278.924823,-1278.892839,-1278.891895,-1278.992592,C19H39AlSi,1.0,-0.23866,-0.04124,0.13995000000000002,0.09871,0.2581,3481.662,10784.8667,-2.688673,-0.765135,0.463973,2.312371,0.101789,0.014033,-0.049059,-0.158875,0.031354,-0.012082,-0.026761,-0.035391,0.6408118313404657,0.5487728130899937,0.6146947765890497,0.8370044052863436,0.456942,-0.115304,-0.120032,0.638655,1.522638,-0.747105,-0.494299,1.516621,1.76838,-0.59002,-0.49547,1.83943,9.99691,1.99881,1.99876,9.99753,1.21618,4.56027,4.46244,2.12390,0.01854,0.03094,0.03426,0.03914,11.23162,6.59002,6.49547,12.16057,358.8535,75.2082,76.1562,407.8262,96.1707,276.1773,269.2602,32.5474,0.100600,-0.041002,-0.135343,0.632773,1.18218,-0.46457,-0.49490,1.81265,9.99615,1.99890,1.99874,9.99757,1.80417,4.43192,4.45967,2.14864,0.01750,0.03375,0.03649,0.04114,11.81782,6.46457,6.49490,12.18735,288.42,255.54,248.46,222.87,220.66,219.31,214.41,200.27,190.59,187.32,0.0004,0.0008,0.1023,0.0046,0.0062,0.03,0.0018,0.343,0.1501,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Al,C,C,Si
CCO[Si](c1ccc(cc1)C(C)(C)C)(OCC)OCC,48,0,1,1.3842,296.4809,2955.555,8510.5875,-1141.87339844,0.419669,0.444673,0.445618,0.360514,-1141.460804,-1141.435799,-1141.434855,-1141.519959,C16H28O3Si,1.0,-0.23863,-0.01083,0.12473000000000001,0.1139,1.593,2920.784,8548.7589,1.766223,-0.090084,-0.747076,-0.898274,0.038936,0.023435,-0.318875,0.350986,-0.168156,-0.016136,1.175402,-1.121847,0.7422907488986784,0.7146003775959723,0.5627753303964758,0.5723725613593456,0.971192,-0.078488,-0.178995,-0.179408,2.461051,-0.495318,0.034511,0.031148,2.35927,-0.59905,-0.19590,-0.20481,9.99744,1.99896,1.99908,1.99908,1.57395,4.57555,4.18058,4.18945,0.06934,0.02454,0.01623,0.01628,11.64073,6.59905,6.19590,6.20481,447.8546,70.0554,58.7515,62.1162,7.6798,178.0946,176.0832,173.1606,0.959954,-0.075187,-0.030827,-0.037013,2.33168,-0.59189,-0.18586,-0.19597,9.99749,1.99901,1.99912,1.99912,1.60050,4.56569,4.16637,4.17610,0.07033,0.02719,0.02036,0.02075,11.66832,6.59189,6.18586,6.19597,234.67,213.41,198.86,197.15,187.66,186.4,185.59,185.34,180.57,180.1,0.0011,0.2357,0.002,0.0125,0.0067,0.0046,0.0427,0.005,0.2483,0.9384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Si,C,C,C
COc1cc(cc(c1)OC)b1ob(ob(o1)c1cc(OC)cc(c1)OC)c1cc(OC)cc(c1)OC,63,0,1,2.0958,491.9019,4561.73,25648.0237,-1682.64469815,0.498546,0.53363,0.534574,0.427426,-1682.176124,-1682.14104,-1682.140096,-1682.247244,C24H27B3O9,1.0,-0.20831,-0.03866,0.123485,0.084825,10.5255,4634.139,25164.4075,1.244717,2.596832,3.803505,2.609478,-0.610021,-1.376001,-0.67338,-2.787447,-0.000669,-0.000165,0.000339,-0.000338,0.6461611076148521,0.6528477029578351,0.5738672120830711,0.6153241032095658,0.406882,0.061537,-0.248600,-0.279040,1.760038,-0.324405,-0.183061,-0.228200,1.19475,-0.40229,-0.24121,-0.29806,1.99885,1.99896,1.99903,1.99902,1.78021,4.38671,4.22838,4.28726,0.02618,0.01662,0.01381,0.01179,3.80525,6.40229,6.24121,6.29806,82.6814,64.9327,76.0263,86.467,12.867,184.6854,138.1061,143.5889,0.308990,0.082672,-0.033937,-0.043285,1.00681,-0.38542,-0.15300,-0.17868,1.99887,1.99902,1.99903,1.99903,1.96796,4.36754,4.13844,4.16682,0.02636,0.01886,0.01553,0.01283,3.99319,6.38542,6.15300,6.17868,300.77,298.19,297.58,296.3,291.61,290.04,270.04,266.62,259.46,256.49,0.0213,0.0345,0.0006,0.0344,0.0027,0.0019,0.0203,0.2525,0.0299,0.1862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,C,C,C
