,number_of_atoms,charge,multiplicity,dipole,molar_mass,molar_volume,electronic_spatial_extent,E_scf,zero_point_correction,E_thermal_correction,H_thermal_correction,G_thermal_correction,E_zpe,E,H,G,stoichiometry,converged,homo_energy,lumo_energy,electronegativity,hardness,ES_root_dipole,ES_root_molar_volume,ES_root_electronic_spatial_extent,X_0,X_1,X_2,X_3,Y_0,Y_1,Y_2,Y_3,Z_0,Z_1,Z_2,Z_3,VBur_0,VBur_1,VBur_2,VBur_3,Mulliken_charge_0,Mulliken_charge_1,Mulliken_charge_2,Mulliken_charge_3,APT_charge_0,APT_charge_1,APT_charge_2,APT_charge_3,NPA_charge_0,NPA_charge_1,NPA_charge_2,NPA_charge_3,NPA_core_0,NPA_core_1,NPA_core_2,NPA_core_3,NPA_valence_0,NPA_valence_1,NPA_valence_2,NPA_valence_3,NPA_Rydberg_0,NPA_Rydberg_1,NPA_Rydberg_2,NPA_Rydberg_3,NPA_total_0,NPA_total_1,NPA_total_2,NPA_total_3,NMR_shift_0,NMR_shift_1,NMR_shift_2,NMR_shift_3,NMR_anisotropy_0,NMR_anisotropy_1,NMR_anisotropy_2,NMR_anisotropy_3,ES_root_Mulliken_charge_0,ES_root_Mulliken_charge_1,ES_root_Mulliken_charge_2,ES_root_Mulliken_charge_3,ES_root_NPA_charge_0,ES_root_NPA_charge_1,ES_root_NPA_charge_2,ES_root_NPA_charge_3,ES_root_NPA_core_0,ES_root_NPA_core_1,ES_root_NPA_core_2,ES_root_NPA_core_3,ES_root_NPA_valence_0,ES_root_NPA_valence_1,ES_root_NPA_valence_2,ES_root_NPA_valence_3,ES_root_NPA_Rydberg_0,ES_root_NPA_Rydberg_1,ES_root_NPA_Rydberg_2,ES_root_NPA_Rydberg_3,ES_root_NPA_total_0,ES_root_NPA_total_1,ES_root_NPA_total_2,ES_root_NPA_total_3,ES_transition_0,ES_transition_1,ES_transition_2,ES_transition_3,ES_transition_4,ES_transition_5,ES_transition_6,ES_transition_7,ES_transition_8,ES_transition_9,ES_osc_strength_0,ES_osc_strength_1,ES_osc_strength_2,ES_osc_strength_3,ES_osc_strength_4,ES_osc_strength_5,ES_osc_strength_6,ES_osc_strength_7,ES_osc_strength_8,ES_osc_strength_9,ES_<S**2>_0,ES_<S**2>_1,ES_<S**2>_2,ES_<S**2>_3,ES_<S**2>_4,ES_<S**2>_5,ES_<S**2>_6,ES_<S**2>_7,ES_<S**2>_8,ES_<S**2>_9,at_0,at_1,at_2,at_3
Cc1ccc(cc1)b1ob(ob(o1)c1ccc(cc1)C)c1ccc(cc1)C,48,0,1,0.0924,353.8251,3317.588,15268.3865,-1113.48564897,0.384583,0.406948,0.407893,0.329838,-1113.109772,-1113.087406,-1113.086462,-1113.164516,C21H21B3O3,1.0,-0.23664,-0.03722,0.13693,0.09971,0.1775,2964.653,15127.2147,0.956575,2.022946,1.651287,3.399286,-1.011907,-2.137938,-3.493349,-1.840676,-0.000178,-6.8e-05,4e-06,-4.4e-05,0.644587791063562,0.6508810572687225,0.5495594713656388,0.5497168030207678,0.389925,0.072292,-0.192242,-0.193538,1.806272,-0.539567,0.092632,0.077494,1.18730,-0.43980,-0.17056,-0.17215,1.99886,1.99894,1.99910,1.99910,1.78764,4.42499,4.15797,4.15954,0.02620,0.01587,0.01349,0.01351,3.81270,6.43980,6.17056,6.17215,82.8361,69.219,59.1767,59.5593,13.7301,187.7141,177.4226,177.5412,0.349239,0.088750,-0.046307,-0.046750,1.11890,-0.42181,-0.15999,-0.15989,1.99886,1.99897,1.99911,1.99911,1.85607,4.40613,4.14647,4.14642,0.02616,0.01671,0.01441,0.01436,3.88110,6.42181,6.15999,6.15989,251.91,251.51,251.46,248.29,247.89,244.0,242.58,242.55,237.77,237.39,0.0,0.0056,0.0097,0.2383,0.2547,0.0038,0.3876,0.3844,0.0005,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,C,C,C
Cc1ccc(cc1)n1cnc2c1cccc2,28,0,1,3.4838,208.2622,1773.486,3649.1274,-650.229726415,0.227117,0.239496,0.24044,0.187123,-650.007579,-649.9952,-649.994255,-650.047572,C14H12N2,1.0,-0.21884,-0.02208,0.12046,0.09838000000000001,8.6623,1659.801,3577.7738,0.218955,-0.504377,-0.084819,-1.800362,2.372362,1.671585,0.481155,1.833738,-1.357925,-0.959831,-0.392232,-0.976362,0.38908118313404655,0.5280050346129641,0.7059471365638766,0.46404971680302076,0.162020,0.208760,-0.599260,-0.500452,0.054764,0.401934,-0.565796,-0.568479,0.22549,0.22751,-0.41565,-0.48333,0.00000,1.99936,1.99925,1.99947,0.77391,3.74667,5.40397,5.46229,0.00059,0.02646,0.01243,0.02157,0.77451,5.77249,7.41565,7.48333,24.8127,54.8617,92.6459,6.2012,6.5503,84.8457,89.57,356.6293,,0.431260,-0.525808,-0.464845,0.24956,0.23567,-0.25500,-0.41905,0.00000,1.99936,1.99930,1.99947,0.74968,3.73709,5.24142,5.39791,0.00076,0.02788,0.01428,0.02167,0.75044,5.76433,7.25500,7.41905,264.94,256.03,253.07,245.06,243.17,234.84,228.31,221.21,209.03,204.17,0.0639,0.0037,0.0022,0.0218,0.0139,0.1143,0.0203,0.0045,0.0857,0.0074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,C,N,N
Cc1ccc2c(c1)ocn2,17,0,1,1.6792,133.1494,1080.012,1360.9954,-439.038583864,0.133591,0.140389,0.141333,0.102179,-438.907151,-438.900353,-438.899409,-438.938563,C8H7NO,1.0,-0.23212,-0.02664,0.12938,0.10274,2.1813,1241.208,1370.1923,3.708885,2.686995,2.27254,1.723964,-0.709992,-0.356962,0.863649,-1.333859,-0.000278,-0.000335,0.000257,0.000142,0.28972624292007554,0.4249528005034613,0.45453115166771557,0.45964443045940845,0.176744,0.256380,-0.464425,-0.469655,0.074864,0.435915,-0.425555,-0.537872,0.22288,0.35808,-0.47714,-0.47089,0.00000,1.99936,1.99946,1.99976,0.77658,3.61057,5.45576,6.46019,0.00053,0.03199,0.02191,0.01094,0.77712,5.64192,7.47714,8.47089,24.6962,45.9131,6.4719,64.2172,4.5591,70.2606,344.354,212.3718,,0.401505,-0.465871,-0.463983,0.22034,0.32146,-0.49221,-0.47332,0.00000,1.99936,1.99946,1.99976,0.77902,3.64424,5.46969,6.46181,0.00064,0.03494,0.02306,0.01175,0.77966,5.67854,7.49221,8.47332,244.47,230.93,208.19,197.77,187.31,176.19,174.76,171.89,163.08,162.88,0.0779,0.1385,0.002,0.1863,0.0435,0.5466,0.0003,0.218,0.0079,0.0179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,C,N,O
Cc1cccc(c1)B(O)O,19,0,1,1.6171,135.9569,1302.296,1697.3073,-447.53716235,0.152263,0.161205,0.162149,0.117936,-447.424413,-447.415471,-447.414527,-447.45874,C7H9BO2,1.0,-0.22786,-0.01218,0.12002,0.10784,0.9167,1406.48,1676.3761,2.047363,0.548711,0.192733,-0.481531,-0.278335,0.1615,1.522615,-0.791954,2.1e-05,8.8e-05,9.9e-05,1.8e-05,0.5553807426054123,0.6551290119572057,0.5501887979861548,0.5896003775959723,0.364548,0.079190,-0.194665,-0.246489,1.292181,-0.322478,-0.008780,-0.015174,1.13928,-0.41348,-0.19561,-0.18332,1.99921,1.99894,1.99910,1.99903,1.83567,4.39719,4.18310,4.17173,0.02585,0.01735,0.01341,0.01255,3.86072,6.41348,6.19561,6.18332,85.2444,66.0845,63.1822,59.8678,17.4762,190.3221,176.2011,167.224,0.298839,0.095095,-0.029155,-0.100182,1.02834,-0.41238,-0.13565,-0.17061,1.99924,1.99900,1.99912,1.99906,1.94585,4.39305,4.12029,4.15520,0.02657,0.02033,0.01624,0.01634,3.97166,6.41238,6.13565,6.17061,245.35,215.34,186.6,185.36,184.09,181.12,179.66,173.71,166.63,161.71,0.0136,0.1081,0.6211,0.0,0.3507,0.0007,0.0036,0.0,0.0,0.0377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,C,C,C
Cc1cccc(c1)[Zn](C)(C)(C)([Li])[Li],29,0,1,7.9302,215.4964,1810.366,2704.5245,-2184.68423145,0.22584,0.244514,0.245458,0.179327,-2184.682768,-2184.664094,-2184.66315,-2184.729281,C10H16Li2Zn,1.0,-0.20881,-0.01839,0.11359999999999999,0.09521,0.3478,2506.661,2805.8507,-1.377215,1.41658,2.815265,0.746951,-0.454874,1.430993,1.57334,0.185466,0.001914,-0.002899,-0.001482,-0.002711,0.7856356198867213,0.6581969792322215,0.5021239773442416,0.8005821271239774,0.724354,-0.227082,-0.114769,-0.193348,0.885771,-0.120816,-0.035231,-0.490485,1.05631,-0.31381,-0.23013,-0.51388,17.99071,1.99912,1.99905,1.99910,10.94592,4.29644,4.21603,4.48503,0.00706,0.01825,0.01506,0.02975,28.94369,6.31381,6.23013,6.51388,1670.5815,69.7685,68.1415,29.4483,487.6718,146.0067,164.7042,251.0968,0.797527,0.010212,0.032927,-0.187443,1.08708,-0.29235,-0.21627,-0.52044,17.99013,1.99910,1.99904,1.99905,10.91417,4.27518,4.20173,4.48947,0.00863,0.01807,0.01550,0.03192,28.91292,6.29235,6.21627,6.52044,288.55,278.84,273.62,273.12,271.23,264.09,247.62,243.05,242.19,238.69,0.002,0.0005,0.0008,0.0,0.0121,0.0012,0.0336,0.0009,0.0087,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zn,C,C,C
Cc1cccc(c1)b1ob(ob(o1)c1cccc(c1)C)c1cccc(c1)C,48,0,1,0.0161,353.8251,3271.22,15267.9038,-1113.48568453,0.384533,0.40695,0.407894,0.32928,-1113.109746,-1113.087329,-1113.086385,-1113.164999,C21H21B3O3,1.0,-0.23664,-0.03709,0.136865,0.099775,0.02,3236.045,15127.3047,-0.87118,-3.237826,-1.841886,-4.109125,-1.086548,-2.111627,-2.296016,-3.19567,-5.2e-05,-0.000403,-1e-06,-0.000456,0.6445091252359975,0.5504247954688484,0.6516677155443675,0.5282410320956576,0.390533,-0.193635,0.072332,-0.167274,1.805942,0.077551,-0.539687,-0.125763,1.18733,-0.17213,-0.43972,-0.23885,1.99886,1.99910,1.99894,1.99902,1.78762,4.15951,4.42490,4.22705,0.02620,0.01352,0.01588,0.01278,3.81267,6.17213,6.43972,6.23885,82.8033,59.5254,69.182,68.2684,13.6325,177.4804,187.69,152.4689,0.350503,-0.046407,0.088604,-0.031727,1.12003,-0.15957,-0.42161,-0.20905,1.99886,1.99911,1.99897,1.99903,1.85495,4.14611,4.40595,4.19649,0.02616,0.01434,0.01670,0.01353,3.87997,6.15957,6.42161,6.20905,251.91,251.48,251.48,248.09,248.08,243.98,242.57,242.56,237.74,237.25,0.0,0.0075,0.0074,0.247,0.2468,0.0,0.3874,0.3886,0.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,C,C,C
Cc1cccc(c1)n1cnc2c1cccc2,28,0,1,3.4819,208.2622,1750.75,3650.6198,-650.229661098,0.227117,0.239496,0.24044,0.187123,-650.007579,-649.9952,-649.994255,-650.047572,C14H12N2,1.0,-0.21884,-0.02208,0.12046,0.09838000000000001,8.6623,1841.698,3577.7741,0.218955,-0.504377,-0.084819,-1.800362,2.372362,1.671585,0.481155,1.833738,-1.357925,-0.959831,-0.392233,-0.976363,0.38908118313404655,0.5280050346129641,0.7059471365638766,0.46404971680302076,0.162020,0.208760,-0.599260,-0.500452,0.054764,0.401934,-0.565796,-0.568479,0.22549,0.22751,-0.41565,-0.48333,0.00000,1.99936,1.99925,1.99947,0.77391,3.74667,5.40397,5.46229,0.00059,0.02646,0.01243,0.02157,0.77451,5.77249,7.41565,7.48333,24.8127,54.8618,92.646,6.2014,6.5503,84.8456,89.5698,356.6292,,0.431260,-0.525808,-0.464845,0.24956,0.23567,-0.25500,-0.41905,0.00000,1.99936,1.99930,1.99947,0.74968,3.73709,5.24142,5.39791,0.00076,0.02788,0.01428,0.02167,0.75044,5.76433,7.25500,7.41905,264.94,256.03,253.07,245.06,243.17,234.84,228.31,221.21,209.03,204.17,0.0639,0.0037,0.0022,0.0218,0.0139,0.1143,0.0203,0.0045,0.0857,0.0074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,C,N,N
Cc1ccccc1[Zn](C)(C)(C)([Li])[Li],29,0,1,6.6427,215.4964,1496.65,2638.6586,-2184.69146389,0.225833,0.244511,0.245455,0.17931,-2184.682775,-2184.664097,-2184.663153,-2184.729298,C10H16Li2Zn,1.0,-0.20877,-0.01835,0.11356000000000001,0.09521,0.3429,2680.047,2805.8155,-1.377202,0.747,1.416475,1.601642,-0.455441,0.185475,1.431066,-0.956539,1e-05,-0.000356,-0.000559,-9.8e-05,0.7860289490245438,0.8004247954688484,0.658118313404657,0.6805380742605412,0.724643,-0.193490,-0.226889,0.103469,0.885952,-0.490570,-0.120803,0.063744,1.05639,-0.51395,-0.31376,-0.01997,17.99070,1.99910,1.99912,1.99900,10.94585,4.48509,4.29639,4.00437,0.00706,0.02976,0.01825,0.01660,28.94361,6.51395,6.31376,6.01997,1671.0452,29.4311,69.7632,45.6851,487.6367,251.1273,146.0138,184.0398,0.798428,-0.187578,0.010481,0.107594,1.08722,-0.52037,-0.29229,-0.01697,17.99012,1.99905,1.99910,1.99898,10.91404,4.48940,4.27513,4.00087,0.00862,0.03192,0.01807,0.01712,28.91278,6.52037,6.29229,6.01697,288.54,278.84,273.58,273.1,271.24,264.1,247.56,243.05,242.16,238.65,0.002,0.0005,0.0008,0.0,0.0121,0.0012,0.0337,0.0009,0.0087,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zn,C,C,C
Cc1ccccc1n1cnc2c1cccc2,28,0,1,3.4802,208.2622,1909.91,3651.1341,-650.229635477,0.227116,0.239496,0.24044,0.187123,-650.007579,-649.9952,-649.994255,-650.047572,C14H12N2,1.0,-0.21884,-0.02208,0.12046,0.09838000000000001,8.6623,1864.436,3577.775,0.218956,-0.504377,-0.084819,-1.800361,2.372361,1.671585,0.481158,1.833736,-1.357927,-0.959832,-0.392227,-0.976368,0.38908118313404655,0.5280050346129641,0.7059471365638766,0.46404971680302076,0.162020,0.208760,-0.599260,-0.500452,0.054764,0.401934,-0.565795,-0.568479,0.22549,0.22751,-0.41565,-0.48333,0.00000,1.99936,1.99925,1.99947,0.77391,3.74667,5.40397,5.46229,0.00059,0.02646,0.01243,0.02157,0.77451,5.77249,7.41565,7.48333,24.8127,54.8618,92.6459,6.2014,6.5503,84.8455,89.5697,356.6291,,0.431261,-0.525808,-0.464845,0.24956,0.23567,-0.25500,-0.41905,0.00000,1.99936,1.99930,1.99947,0.74968,3.73709,5.24142,5.39791,0.00076,0.02788,0.01428,0.02167,0.75044,5.76433,7.25500,7.41905,264.94,256.03,253.07,245.06,243.17,234.84,228.31,221.21,209.03,204.17,0.0639,0.0037,0.0022,0.0218,0.0139,0.1143,0.0203,0.0045,0.0857,0.0074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,C,N,N
Cc1cscn1,11,0,1,1.2629,99.1502,847.096,638.0568,-608.367255385,0.083246,0.088802,0.089746,0.053846,-608.285257,-608.2797,-608.278756,-608.314657,C4H5NS,1.0,-0.24046,-0.02159,0.131025,0.109435,1.1022,736.605,643.3512,-1.554257,-0.904255,0.392544,-1.574746,2.032868,1.165342,1.227602,-0.449676,2.9e-05,4.2e-05,-0.000127,6.7e-05,0.30726872246696035,0.460667086217747,0.48764946507237256,0.45091252359974826,0.182151,-0.128252,-0.381077,0.236675,0.048803,0.288385,-0.494983,-0.103194,0.24305,-0.15975,-0.45556,0.40560,0.00000,1.99937,1.99939,9.99908,0.75587,4.13515,5.43366,5.55363,0.00107,0.02522,0.02251,0.04168,0.75695,6.15975,7.45556,15.59440,24.004,41.8756,-68.578,263.0974,5.5944,108.8039,437.0252,147.5442,,-0.043743,-0.276447,0.273375,0.25286,-0.37581,-0.12032,0.42257,0.00000,1.99933,1.99880,9.99902,0.74668,4.34789,5.10772,5.52328,0.00046,0.02858,0.01380,0.05514,0.74714,6.37581,7.12032,15.57743,229.48,222.69,212.61,192.78,181.98,176.59,167.83,162.05,157.67,156.57,0.0004,0.0638,0.0,0.0423,0.0,0.0111,0.0058,0.2931,0.0002,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,C,N,S
Cc1ncc2c(c1)cccc2,20,0,1,2.1245,143.1878,1255.881,1723.35,-441.244526412,0.16332,0.171041,0.171985,0.13076,-441.085591,-441.07787,-441.076926,-441.118152,C10H9N,1.0,-0.22109,-0.04879,0.13494,0.08615,1.8316,1187.996,1737.4603,-0.444686,-0.592869,-1.840635,0.545403,2.699048,1.617701,1.196589,0.769432,0.000221,0.000192,5.8e-05,8.6e-05,0.3510069225928257,0.5025173064820642,0.5021239773442416,0.6463971050975457,0.138592,-0.009787,-0.463529,0.108374,-0.008985,0.285373,-0.452925,-0.124854,0.21747,0.07431,-0.46066,-0.10701,0.00000,1.99918,1.99943,1.99899,0.78120,3.90418,5.44012,4.09497,0.00132,0.02233,0.02111,0.01306,0.78253,5.92569,7.46066,6.10701,23.142,44.4188,-60.2213,69.9039,7.2633,136.5702,495.2064,194.1887,,0.100962,-0.488829,0.123662,0.21447,0.04541,-0.52734,-0.09015,0.00000,1.99919,1.99943,1.99901,0.78412,3.92968,5.50476,4.07657,0.00141,0.02572,0.02315,0.01457,0.78553,5.95459,7.52734,6.09015,291.46,288.55,265.84,239.56,216.36,204.63,199.6,191.76,191.31,184.88,0.0524,0.0009,0.0134,0.0012,0.0957,1.0266,0.1055,0.0006,0.1433,0.0142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,C,N,C
Cc1scnc1C,14,0,1,1.8193,113.177,677.218,852.1818,-647.68288096,0.110558,0.116471,0.117415,0.080416,-647.574412,-647.568499,-647.567555,-647.604555,C5H7NS,1.0,-0.22843,-0.01783,0.12312999999999999,0.1053,1.0301,1222.756,859.9732,2.221528,1.354192,0.125437,1.536648,-1.854501,-1.204494,-1.62637,0.531286,0.000676,0.00052,9.7e-05,-0.000153,0.3063247325361863,0.45980176211453744,0.48591881686595345,0.4749842668344871,0.177456,-0.131558,-0.387762,0.222020,0.047071,0.240807,-0.465914,-0.129753,0.24165,-0.16938,-0.45255,0.41151,0.00000,1.99937,1.99941,9.99903,0.75727,4.14499,5.43080,5.54941,0.00107,0.02502,0.02235,0.04004,0.75835,6.16938,7.45255,15.58849,24.3672,47.3113,-76.4559,237.596,5.5094,106.9355,401.3521,185.8228,,-0.044359,-0.290177,0.256969,0.25336,-0.37527,-0.11247,0.42197,0.00000,1.99933,1.99882,9.99897,0.74615,4.34750,5.09998,5.52533,0.00049,0.02844,0.01367,0.05373,0.74664,6.37527,7.11247,15.57803,230.96,229.95,227.01,198.13,189.32,183.18,168.58,165.53,161.82,160.82,0.0005,0.0963,0.0004,0.0473,0.0,0.0057,0.0055,0.2514,0.0055,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,C,N,S
Cl[Mg]C[Si](C)(C)C,18,0,1,5.5273,146.9744,1123.948,2158.4551,-1108.90817096,0.138977,0.151385,0.152329,0.099228,-1108.807259,-1108.794851,-1108.793907,-1108.847008,C4H11ClMgSi,1.0,-0.25296,-0.04408,0.14852,0.10444,8.8531,963.384,2190.9318,1.647037,-0.297436,-1.637102,-3.374351,-0.563909,-1.296374,0.022419,-0.743336,-0.000275,-0.000682,-3.2e-05,5e-05,0.4643643801132788,0.5346916299559471,0.7278162366268093,0.4375393329137823,0.514580,-0.741545,0.769018,-0.648346,1.054446,-0.663045,1.400239,-0.365707,1.32336,-1.59988,1.82249,-1.19763,9.99818,1.99952,9.99808,1.99949,0.66035,5.58589,2.14320,5.18889,0.01812,0.01446,0.03624,0.00925,10.67664,7.59988,12.17751,7.19763,518.067,198.6569,411.1872,187.3104,296.7494,16.6274,24.0922,10.7352,0.068876,-0.251869,0.768054,-0.058978,0.92091,-1.30036,1.73788,-1.09826,9.99547,1.99952,9.99777,1.99941,1.04659,5.27624,2.22770,5.08997,0.03703,0.02460,0.03665,0.00888,11.07909,7.30036,12.26212,7.09826,237.39,216.16,215.38,210.93,210.85,207.69,203.97,187.4,182.62,182.23,0.3557,0.0089,0.0096,0.0689,0.0785,0.0534,0.0033,0.0167,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mg,C,Si,C
Cl[Mg]c1ccc(cc1)C,16,0,1,4.0151,150.8903,890.223,2902.7708,-931.305264088,0.118596,0.127446,0.12839,0.082633,-931.198098,-931.189248,-931.188304,-931.234061,C7H7ClMg,1.0,-0.23848,-0.04625,0.142365,0.096115,15.2781,1609.25,2764.1063,-2.079319,-0.006798,0.734849,0.744387,-0.003661,-0.003947,1.194217,-1.199301,-0.000174,-0.000324,-0.000231,-0.000226,0.43730333543108874,0.5829924480805538,0.5166771554436753,0.5160478288231592,0.467247,-0.034124,-0.190474,-0.193380,1.162809,-0.354266,-0.011546,-0.023026,1.31727,-0.61042,-0.23144,-0.23109,9.99786,1.99915,1.99908,1.99909,0.66754,4.58191,4.21689,4.21650,0.01733,0.02937,0.01547,0.01551,10.68273,6.61042,6.23144,6.23109,530.8378,56.0812,55.0894,55.3634,255.4319,187.3316,159.2179,159.6959,-0.044324,0.020018,0.017685,0.003280,0.68975,-0.33703,-0.18907,-0.22186,9.99838,1.99931,1.99917,1.99918,1.28534,4.30273,4.17427,4.20680,0.02653,0.03499,0.01563,0.01588,11.31025,6.33703,6.18907,6.22186,281.33,265.57,241.9,233.53,232.17,230.65,223.16,221.23,214.73,212.52,0.012,0.0,0.0022,0.0917,0.0,0.561,0.017,0.002,0.0126,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mg,C,C,C
Cl[Mg]c1ccccc1,13,0,1,3.6027,136.8635,1312.827,2197.9496,-891.988179446,0.091158,0.098992,0.099936,0.05665,-891.907173,-891.89934,-891.898396,-891.941682,C6H5ClMg,1.0,-0.24871,-0.04803,0.14837,0.10033999999999998,13.8339,1120.706,2063.1717,-1.553859,0.521292,1.262108,1.262201,-3.6e-05,-5.5e-05,1.200761,-1.200811,-0.00014,-0.000213,-0.000106,-0.000106,0.4375393329137823,0.5843297671491504,0.5161264946507237,0.5160478288231592,0.471227,-0.032397,-0.193008,-0.193017,1.148777,-0.316843,-0.043857,-0.043847,1.31929,-0.60158,-0.23832,-0.23832,9.99789,1.99915,1.99908,1.99908,0.66558,4.57288,4.22394,4.22393,0.01725,0.02955,0.01530,0.01530,10.68071,6.60158,6.23832,6.23832,531.5848,52.554,55.3023,55.3029,255.114,190.8443,162.4856,162.4877,-0.033278,0.020711,0.021238,0.021232,0.69308,-0.31717,-0.20159,-0.20157,9.99844,1.99932,1.99918,1.99918,1.28227,4.28274,4.18692,4.18690,0.02621,0.03511,0.01549,0.01549,11.30692,6.31717,6.20159,6.20157,268.87,264.76,239.62,230.66,224.45,224.03,223.16,220.4,214.71,212.94,0.0126,0.0,0.0036,0.2714,0.0182,0.2724,0.0,0.0012,0.0138,0.0655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mg,C,C,C
Clc1ccc(cc1)c1ccc(cc1)c1ccc(cc1)B(O)O,36,0,1,0.1898,308.5704,2649.231,15602.1697,-1329.92234239,0.277301,0.295816,0.29676,0.228282,-1329.693411,-1329.674896,-1329.673952,-1329.742431,C18H14BClO2,1.0,-0.21317,-0.04689,0.13003,0.08313999999999999,2.946,2301.352,15203.7071,6.972122,5.410704,4.680533,4.680548,-1.8e-05,-1.7e-05,-1.186124,1.186106,-4.7e-05,-2.1e-05,0.190405,-0.190439,0.553650094398993,0.6524543738200126,0.5501887979861548,0.5501887979861548,0.363700,0.080096,-0.197129,-0.197128,1.492818,-0.472088,0.069162,0.069158,1.13722,-0.41588,-0.18209,-0.18209,1.99921,1.99894,1.99910,1.99910,1.83778,4.39983,4.16922,4.16922,0.02579,0.01711,0.01377,0.01377,3.86278,6.41588,6.18209,6.18209,85.3619,66.3326,59.7545,59.754,17.1074,191.7447,176.4366,176.4369,0.338965,0.084561,-0.056247,-0.056246,1.09868,-0.39586,-0.19348,-0.19348,1.99922,1.99894,1.99911,1.99911,1.87599,4.37893,4.17990,4.17990,0.02611,0.01798,0.01446,0.01446,3.90132,6.39586,6.19348,6.19348,298.5,265.94,263.26,258.82,254.78,239.66,232.55,230.48,225.54,216.34,1.1944,0.0004,0.0091,0.0006,0.0024,0.0,0.0099,0.0057,0.054,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,C,C,C
Cn1c([Li])cc2c1cccc2,19,0,1,8.2851,137.1089,1299.047,1428.3214,-410.015131882,0.146729,0.156285,0.157229,0.111424,-409.884793,-409.875237,-409.874293,-409.920098,C9H8LiN,1.0,-0.1612,-0.0543,0.10775000000000001,0.053450000000000004,10.8892,1299.047,1519.5773,3.703987,1.954871,0.894662,1.363987,-1.611082,-0.775444,-1.683433,0.494589,0.000392,0.000222,-7.7e-05,0.000226,0.368942731277533,0.6102894902454373,0.5336689741976086,0.6387665198237885,0.349227,0.030777,-0.263784,-0.523360,0.728912,-0.291036,-0.168950,-0.513645,0.80629,-0.41826,-0.36632,-0.39927,1.99784,1.99925,1.99902,1.99926,0.19116,4.39142,4.35427,5.38891,0.00471,0.02759,0.01303,0.01110,2.19371,6.41826,6.36632,7.39927,90.5382,29.4024,80.1852,116.3303,15.6958,142.5847,99.8115,79.1139,-0.236445,0.010489,-0.000851,-0.497904,-0.05187,-0.16992,-0.15944,-0.36657,1.99792,1.99943,1.99907,1.99929,1.05097,4.14663,4.14777,5.35595,0.00297,0.02385,0.01260,0.01133,3.05187,6.16992,6.15944,7.36657,574.79,430.54,343.41,341.41,334.41,296.79,288.14,280.71,263.54,252.64,0.0086,0.0013,0.0002,0.0039,0.2674,0.109,0.0,0.0012,0.0314,0.0539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Li,C,C,N
Cn1ccc(c1)C(=O)C,18,0,1,4.4872,123.1542,1138.765,1371.9934,-402.128617427,0.148408,0.157528,0.158472,0.113735,-401.98278,-401.97366,-401.972715,-402.017453,C7H9NO,1.0,-0.21761,-0.01845,0.11803,0.09958,2.0584,1263.561,1374.7937,-2.820298,-2.9113,-1.841047,-0.435007,1.367931,0.721179,-0.360564,0.072207,-0.868017,0.013441,0.001335,-0.000348,0.354782882315922,0.4096129641283826,0.5509754562617999,0.630427942101951,0.164148,-0.538480,0.400067,0.014101,0.004386,-0.100541,1.045323,-0.442402,0.24407,-0.75965,0.55928,-0.23679,0.00000,1.99938,1.99925,1.99897,0.75506,4.75368,3.40641,4.22183,0.00087,0.00659,0.03505,0.01599,0.75593,6.75965,5.44072,6.23679,29.9078,162.6779,9.1563,69.9895,4.2233,43.7699,152.2941,109.8113,,0.027583,0.288205,0.050345,0.24886,-0.69815,0.31348,-0.20148,0.00000,1.99934,1.99924,1.99891,0.74948,4.69231,3.65526,4.18684,0.00166,0.00650,0.03203,0.01573,0.75114,6.69815,5.68652,6.20148,306.6,251.61,222.33,196.32,188.6,174.94,168.95,155.65,155.49,154.53,0.0001,0.0514,0.22,0.0002,0.1837,0.2175,0.0062,0.0006,0.0231,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,C,C,C
